EFPG_name,Metroregion_name,Purchase_grams_wtd,Date,Latitude,Longitude,Type
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,3253968215.0,2016-11-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,4081840552.0,2016-12-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,3357858829.0,2017-01-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,3115501233.0,2017-02-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,3182117133.0,2017-03-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,4162613195.0,2017-04-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,3568646979.0,2017-05-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,3541476745.0,2017-06-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,3652791024.0,2017-07-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,3248601611.0,2017-08-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,2997224453.0,2017-09-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,2568046636.0,2017-10-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,2887607320.0,2017-11-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,3924189111.0,2017-12-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,2803826190.0,2018-01-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,2364922991.0,2018-02-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,3046903431.0,2018-03-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,2807101994.0,2018-04-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,2908710887.0,2018-05-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,2955606474.0,2018-06-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,3188943958.0,2018-07-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,2904266319.0,2018-08-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,2724155719.0,2018-09-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,2672884003.0,2018-10-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,2877765607.0,2018-11-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,3637165106.0,2018-12-01,42.3601,-71.0589,Actual
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,2610642026.997489,2019-01-01,42.3601,-71.0589,Forecast
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,2309087170.5994205,2019-02-01,42.3601,-71.0589,Forecast
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,2782038874.4180164,2019-03-01,42.3601,-71.0589,Forecast
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,2998400969.0166245,2019-04-01,42.3601,-71.0589,Forecast
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,2838794189.4732933,2019-05-01,42.3601,-71.0589,Forecast
"Bacon, sausage, and lunch meats",Boston-Cambridge-Newton  MA-NH,2858461879.9284854,2019-06-01,42.3601,-71.0589,Forecast
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5643768506.0,2012-01-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5025444818.0,2012-02-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5337423205.0,2012-03-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6283688734.0,2012-04-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6331852180.0,2012-05-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6122269533.0,2012-06-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5940909170.0,2012-07-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5699863530.0,2012-08-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5311915121.0,2012-09-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5502158460.0,2012-10-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6655970675.0,2012-11-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,9639013151.0,2012-12-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6865745168.0,2013-01-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5675661989.0,2013-02-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6657266424.0,2013-03-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5544059065.0,2013-04-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6443820253.0,2013-05-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6339828113.0,2013-06-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6601471003.0,2013-07-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6383656457.0,2013-08-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5787067519.0,2013-09-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5687347902.0,2013-10-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6826456154.0,2013-11-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,8825361019.0,2013-12-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,4886397670.0,2014-01-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,4145326472.0,2014-02-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,4317726167.0,2014-03-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5612085139.0,2014-04-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5077714122.0,2014-05-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5062090633.0,2014-06-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5056339666.0,2014-07-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,4860201898.0,2014-08-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,7413144818.0,2014-09-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,9918045990.0,2014-10-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,12197073040.0,2014-11-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,13158519593.0,2014-12-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,7202808584.0,2015-01-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5507045345.0,2015-02-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6715852597.0,2015-03-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,7166969167.0,2015-04-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,7144855694.0,2015-05-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,7243852655.0,2015-06-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,7236675005.0,2015-07-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6804468897.0,2015-08-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6494588968.0,2015-09-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6453180419.0,2015-10-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,8602336216.0,2015-11-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,10428252091.0,2015-12-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6556508917.0,2016-01-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6755758000.0,2016-02-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6328637132.0,2016-03-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5457988703.0,2016-04-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6467497133.0,2016-05-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6491446048.0,2016-06-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6321221208.0,2016-07-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5960459440.0,2016-08-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5482847547.0,2016-09-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5289824608.0,2016-10-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6995182931.0,2016-11-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,9994159412.0,2016-12-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,11157673772.0,2017-01-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,10229235407.0,2017-02-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,9650200534.0,2017-03-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,11691574546.0,2017-04-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,8918019874.0,2017-05-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,7200257190.0,2017-06-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6650361333.0,2017-07-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6287190428.0,2017-08-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5704890467.0,2017-09-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5768005261.0,2017-10-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6949957446.0,2017-11-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,8364160264.0,2017-12-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5663515991.0,2018-01-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,4979558641.0,2018-02-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6449272888.0,2018-03-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5499749366.0,2018-04-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6359745457.0,2018-05-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6374975375.0,2018-06-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6281935038.0,2018-07-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5979026942.0,2018-08-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5261085277.0,2018-09-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,5640005928.0,2018-10-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,6572738373.0,2018-11-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,7449828724.0,2018-12-01,41.8781,-87.6298,Actual
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,4186389990.238176,2019-01-01,41.8781,-87.6298,Forecast
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,3531045830.396981,2019-02-01,41.8781,-87.6298,Forecast
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,3855657464.188798,2019-03-01,41.8781,-87.6298,Forecast
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,4108349200.0404,2019-04-01,41.8781,-87.6298,Forecast
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,3929377563.312126,2019-05-01,41.8781,-87.6298,Forecast
"Bacon, sausage, and lunch meats",Chicago-Naperville-Elgin  IL-IN-WI,3727217369.810598,2019-06-01,41.8781,-87.6298,Forecast
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4918154010.0,2012-01-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4450323890.0,2012-02-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4604424244.0,2012-03-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5048029270.0,2012-04-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4887287129.0,2012-05-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4828020771.0,2012-06-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4958420435.0,2012-07-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4834115499.0,2012-08-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4489667796.0,2012-09-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4679430760.0,2012-10-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5414869316.0,2012-11-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,6920566650.0,2012-12-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4536766060.0,2013-01-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4059835870.0,2013-02-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5022176849.0,2013-03-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4568551369.0,2013-04-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4823244202.0,2013-05-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4722477187.0,2013-06-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5005483109.0,2013-07-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4777615006.0,2013-08-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4401716662.0,2013-09-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4577257294.0,2013-10-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5290262875.0,2013-11-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5845050016.0,2013-12-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4767725787.0,2014-01-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4174868300.0,2014-02-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4565560946.0,2014-03-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5093515761.0,2014-04-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4836186469.0,2014-05-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4715047651.0,2014-06-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4921885155.0,2014-07-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4786738685.0,2014-08-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4447823592.0,2014-09-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4647443386.0,2014-10-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5582547248.0,2014-11-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5814827134.0,2014-12-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5912279081.0,2015-01-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4927796171.0,2015-02-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5252845022.0,2015-03-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5509328684.0,2015-04-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5499780631.0,2015-05-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5491839329.0,2015-06-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5495311283.0,2015-07-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5410215223.0,2015-08-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5186279419.0,2015-09-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5283232278.0,2015-10-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,6298023191.0,2015-11-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,7353704457.0,2015-12-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4924892868.0,2016-01-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4835462321.0,2016-02-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5670624387.0,2016-03-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5063688463.0,2016-04-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5467475731.0,2016-05-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5399551374.0,2016-06-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5401232522.0,2016-07-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5246101573.0,2016-08-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5009065006.0,2016-09-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5133722103.0,2016-10-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,6258270370.0,2016-11-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,6937685579.0,2016-12-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5668316282.0,2017-01-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4966729850.0,2017-02-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5291551511.0,2017-03-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5794865636.0,2017-04-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5810429399.0,2017-05-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5714942333.0,2017-06-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5582097580.0,2017-07-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5443315408.0,2017-08-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5062064704.0,2017-09-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5287325971.0,2017-10-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,6356149831.0,2017-11-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,6791530493.0,2017-12-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5654373019.0,2018-01-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,4862695595.0,2018-02-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5801214301.0,2018-03-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5404530676.0,2018-04-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5846502376.0,2018-05-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5701107914.0,2018-06-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5721500986.0,2018-07-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5632640297.0,2018-08-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5284356927.0,2018-09-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,5555527120.0,2018-10-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,6844363852.0,2018-11-01,32.7767,-96.797,Actual
"Bacon, sausage, and lunch meats",Dallas-Fort Worth-Arlington  TX,7125515412.0,2018-12-01,32.7767,-96.797,Actual
