Year,labor force,employment,unemployment,unemployment rate,Metroregion_name,Month,EFPG_name,EFPG_code,Metroregion_code,Purchase_dollars_wtd,Purchase_grams_wtd,Purchase_dollars_unwtd,Purchase_grams_unwtd,Number_stores,Unit_value_mean_wtd,Unit_value_se_wtd,Unit_value_mean_unwtd,Price_index_GEKS,Date,Latitude,Longitude
2018,3811258,3668744,142514,3.7,Dallas-Fort Worth-Arlington  TX,1,Whole milk,40000,19100,7641932,7172679355,4880248,4408651749,1097,0.107,0.001,0.111,1.017519442,2018-01-01,32.7767,-96.797
2018,3846628,3701337,145291,3.8,Dallas-Fort Worth-Arlington  TX,2,Whole milk,40000,19100,6627570,6174240755,4241979,3841342715,1096,0.107,0.0011,0.11,0.959635138,2018-02-01,32.7767,-96.797
2018,3834127,3693177,140950,3.7,Dallas-Fort Worth-Arlington  TX,3,Whole milk,40000,19100,7188163,6608023883,4623876,4152405781,1095,0.109,0.0011,0.111,0.954972482,2018-03-01,32.7767,-96.797
2018,3838878,3709906,128972,3.4,Dallas-Fort Worth-Arlington  TX,4,Whole milk,40000,19100,6815938,6321291799,4439806,4036999072,1097,0.108,0.001,0.11,0.951197177,2018-04-01,32.7767,-96.797
2018,3836209,3708710,127499,3.3,Dallas-Fort Worth-Arlington  TX,5,Whole milk,40000,19100,6901731,6494586178,4499273,4196733038,1097,0.106,0.0011,0.107,0.944365922,2018-05-01,32.7767,-96.797
2018,3871091,3719643,151448,3.9,Dallas-Fort Worth-Arlington  TX,6,Whole milk,40000,19100,6732793,6409300052,4386126,4164477295,1097,0.105,0.001,0.105,0.939405944,2018-06-01,32.7767,-96.797
2018,3883559,3736714,146845,3.8,Dallas-Fort Worth-Arlington  TX,7,Whole milk,40000,19100,7043064,6694841930,4608136,4360213713,1098,0.105,0.001,0.106,0.944221617,2018-07-01,32.7767,-96.797
2018,3853631,3712155,141476,3.7,Dallas-Fort Worth-Arlington  TX,8,Whole milk,40000,19100,7139126,6697331111,4687585,4375651768,1099,0.107,0.001,0.107,0.952480608,2018-08-01,32.7767,-96.797
2018,3860143,3725156,134987,3.5,Dallas-Fort Worth-Arlington  TX,9,Whole milk,40000,19100,6878839,6452266094,4523145,4230016052,1100,0.107,0.001,0.107,0.947262262,2018-09-01,32.7767,-96.797
2018,3880121,3751201,128920,3.3,Dallas-Fort Worth-Arlington  TX,10,Whole milk,40000,19100,7341547,6729051574,4843923,4385727392,1101,0.109,0.001,0.11,0.952144976,2018-10-01,32.7767,-96.797
2018,3896537,3768257,128280,3.3,Dallas-Fort Worth-Arlington  TX,11,Whole milk,40000,19100,8348207,6958531967,5630737,4613257612,1101,0.12,0.0013,0.122,0.946882103,2018-11-01,32.7767,-96.797
2018,3898387,3767934,130453,3.3,Dallas-Fort Worth-Arlington  TX,12,Whole milk,40000,19100,8164765,6804775828,5446935,4501213818,1102,0.12,0.0013,0.121,0.947797242,2018-12-01,32.7767,-96.797
2012,1987622,1780760,206862,10.4,Detroit-Warren-Dearborn  MI,1,Whole milk,40000,19820,2864731,3128748202,1803994,2155417453,848,0.092,0.001,0.084,0.98619822,2012-01-01,42.3314,-83.0458
2012,1986069,1784193,201876,10.2,Detroit-Warren-Dearborn  MI,2,Whole milk,40000,19820,2672082,2908564169,1671191,1997128104,847,0.092,0.001,0.084,0.990208684,2012-02-01,42.3314,-83.0458
2012,1991373,1790831,200542,10.1,Detroit-Warren-Dearborn  MI,3,Whole milk,40000,19820,2731496,2979468674,1718352,2050449913,847,0.092,0.001,0.084,0.992673993,2012-03-01,42.3314,-83.0458
2012,1964268,1783452,180816,9.2,Detroit-Warren-Dearborn  MI,4,Whole milk,40000,19820,2668629,2862895005,1691325,1978534326,847,0.093,0.0009,0.085,0.99366502,2012-04-01,42.3314,-83.0458
2012,1996640,1801377,195263,9.8,Detroit-Warren-Dearborn  MI,5,Whole milk,40000,19820,2633318,2818111985,1652014,1935064377,848,0.093,0.001,0.085,1.004055864,2012-05-01,42.3314,-83.0458
2012,2018154,1807355,210799,10.4,Detroit-Warren-Dearborn  MI,6,Whole milk,40000,19820,2583566,2737377472,1612157,1871015403,848,0.094,0.001,0.086,1.010915224,2012-06-01,42.3314,-83.0458
2012,2047074,1813877,233197,11.4,Detroit-Warren-Dearborn  MI,7,Whole milk,40000,19820,2717343,2886170769,1690863,1962580029,851,0.094,0.0009,0.086,1.009296784,2012-07-01,42.3314,-83.0458
2012,2036848,1820822,216026,10.6,Detroit-Warren-Dearborn  MI,8,Whole milk,40000,19820,2766467,2981295068,1708173,2023914857,852,0.093,0.0009,0.084,1.003262705,2012-08-01,42.3314,-83.0458
2012,2028638,1830984,197654,9.7,Detroit-Warren-Dearborn  MI,9,Whole milk,40000,19820,2690645,2873537003,1679919,1964335926,851,0.094,0.0009,0.086,0.993537183,2012-09-01,42.3314,-83.0458
2012,2037899,1839574,198325,9.7,Detroit-Warren-Dearborn  MI,10,Whole milk,40000,19820,2812039,2874606303,1756945,1952216130,850,0.098,0.0009,0.09,0.995601421,2012-10-01,42.3314,-83.0458
2012,2013382,1829803,183579,9.1,Detroit-Warren-Dearborn  MI,11,Whole milk,40000,19820,3136719,2978016736,2032079,2054858161,851,0.105,0.0009,0.099,0.997784858,2012-11-01,42.3314,-83.0458
2012,2023998,1829243,194755,9.6,Detroit-Warren-Dearborn  MI,12,Whole milk,40000,19820,3656752,3614442282,2312283,2457706941,854,0.101,0.001,0.094,0.994814921,2012-12-01,42.3314,-83.0458
2013,2018440,1805249,213191,10.6,Detroit-Warren-Dearborn  MI,1,Whole milk,40000,19820,2901298,3090790332,1764131,2072731456,799,0.094,0.0011,0.085,1.007315993,2013-01-01,42.3314,-83.0458
2013,2011063,1810244,200819,10.0,Detroit-Warren-Dearborn  MI,2,Whole milk,40000,19820,2570615,2803674640,1568902,1901916503,800,0.092,0.0012,0.082,1.005330543,2013-02-01,42.3314,-83.0458
2013,2016110,1819251,196859,9.8,Detroit-Warren-Dearborn  MI,3,Whole milk,40000,19820,2808513,3072844943,1725522,2101872406,799,0.091,0.0012,0.082,0.998692716,2013-03-01,42.3314,-83.0458
2013,1999925,1821319,178606,8.9,Detroit-Warren-Dearborn  MI,4,Whole milk,40000,19820,2662935,2791109027,1616566,1871884057,800,0.095,0.0011,0.086,1.015835428,2013-04-01,42.3314,-83.0458
2013,2037133,1845424,191709,9.4,Detroit-Warren-Dearborn  MI,5,Whole milk,40000,19820,2654493,2843364722,1620747,1936913806,800,0.093,0.0013,0.084,1.00386936,2013-05-01,42.3314,-83.0458
2013,2059949,1846974,212975,10.3,Detroit-Warren-Dearborn  MI,6,Whole milk,40000,19820,2621452,2793659248,1595977,1898369709,800,0.094,0.0013,0.084,1.009347519,2013-06-01,42.3314,-83.0458
2013,2083307,1857269,226038,10.8,Detroit-Warren-Dearborn  MI,7,Whole milk,40000,19820,2673794,2723011315,1598240,1799830816,802,0.098,0.0012,0.089,1.024520019,2013-07-01,42.3314,-83.0458
2013,2074130,1865912,208218,10.0,Detroit-Warren-Dearborn  MI,8,Whole milk,40000,19820,2785042,2853204669,1659388,1890313400,802,0.098,0.0012,0.088,1.017349847,2013-08-01,42.3314,-83.0458
2013,2066282,1869241,197041,9.5,Detroit-Warren-Dearborn  MI,9,Whole milk,40000,19820,2731612,2883196110,1662553,1958893904,803,0.095,0.0013,0.085,1.006217709,2013-09-01,42.3314,-83.0458
2013,2051512,1857665,193847,9.4,Detroit-Warren-Dearborn  MI,10,Whole milk,40000,19820,2850895,2918209890,1747886,1982136140,802,0.098,0.0013,0.088,1.000805486,2013-10-01,42.3314,-83.0458
2013,2034138,1857144,176994,8.7,Detroit-Warren-Dearborn  MI,11,Whole milk,40000,19820,3210879,3061740470,2032937,2099779192,803,0.105,0.0013,0.097,0.981727082,2013-11-01,42.3314,-83.0458
2013,2028636,1858096,170540,8.4,Detroit-Warren-Dearborn  MI,12,Whole milk,40000,19820,3109048,2950540488,1940480,1976852013,806,0.105,0.0013,0.098,1.00032135,2013-12-01,42.3314,-83.0458
2014,2023128,1839295,183833,9.1,Detroit-Warren-Dearborn  MI,1,Whole milk,40000,19820,5301180,5639632045,1957112,2140133484,841,0.094,0.0033,0.091,1.045246886,2014-01-01,42.3314,-83.0458
2014,2024351,1838368,185983,9.2,Detroit-Warren-Dearborn  MI,2,Whole milk,40000,19820,4647674,4908440211,1745338,1895546516,843,0.095,0.0032,0.092,1.044987424,2014-02-01,42.3314,-83.0458
2014,2029426,1844993,184433,9.1,Detroit-Warren-Dearborn  MI,3,Whole milk,40000,19820,5422408,5916462306,1933843,2187959787,844,0.092,0.0032,0.088,1.046113782,2014-03-01,42.3314,-83.0458
2014,1994126,1835719,158407,7.9,Detroit-Warren-Dearborn  MI,4,Whole milk,40000,19820,5030760,5290044835,2048898,2143909862,840,0.095,0.0039,0.096,1.05031978,2014-04-01,42.3314,-83.0458
2014,2019765,1853273,166492,8.2,Detroit-Warren-Dearborn  MI,5,Whole milk,40000,19820,4921376,5095373860,2052718,2142977931,841,0.097,0.0039,0.096,1.06675002,2014-05-01,42.3314,-83.0458
2014,2037654,1863781,173873,8.5,Detroit-Warren-Dearborn  MI,6,Whole milk,40000,19820,3979682,4058492170,1867148,1976658769,843,0.098,0.0039,0.094,1.056099767,2014-06-01,42.3314,-83.0458
2014,2061642,1873108,188534,9.1,Detroit-Warren-Dearborn  MI,7,Whole milk,40000,19820,4079921,4071804204,1979941,2076359280,839,0.1,0.0038,0.095,1.059402852,2014-07-01,42.3314,-83.0458
2014,2042273,1875038,167235,8.2,Detroit-Warren-Dearborn  MI,8,Whole milk,40000,19820,4224316,4129459388,2043768,2086732962,836,0.102,0.0043,0.098,1.065349372,2014-08-01,42.3314,-83.0458
2014,2035097,1876627,158470,7.8,Detroit-Warren-Dearborn  MI,9,Whole milk,40000,19820,4124099,3994248543,2019366,2011984698,833,0.103,0.005,0.1,1.080170908,2014-09-01,42.3314,-83.0458
2014,2037140,1888592,148548,7.3,Detroit-Warren-Dearborn  MI,10,Whole milk,40000,19820,4360980,4179992378,2108502,2108109567,833,0.104,0.0045,0.1,1.067967997,2014-10-01,42.3314,-83.0458
2014,2011477,1880718,130759,6.5,Detroit-Warren-Dearborn  MI,11,Whole milk,40000,19820,4285480,3675166695,2370932,2195511249,832,0.117,0.0015,0.108,1.03580751,2014-11-01,42.3314,-83.0458
2014,2004805,1882444,122361,6.1,Detroit-Warren-Dearborn  MI,12,Whole milk,40000,19820,4266650,3772072176,2287426,2163879799,848,0.113,0.002,0.106,1.056483051,2014-12-01,42.3314,-83.0458
2015,1998985,1860485,138500,6.9,Detroit-Warren-Dearborn  MI,1,Whole milk,40000,19820,5694895,6708373435,2457918,2725699873,855,0.085,0.012,0.09,1.022427738,2015-01-01,42.3314,-83.0458
2015,1981658,1857112,124546,6.3,Detroit-Warren-Dearborn  MI,2,Whole milk,40000,19820,4433342,5029012581,1943127,2176839418,852,0.088,0.0098,0.089,1.046784719,2015-02-01,42.3314,-83.0458
2015,1987660,1864277,123383,6.2,Detroit-Warren-Dearborn  MI,3,Whole milk,40000,19820,4801360,5803458047,2068628,2389451736,853,0.083,0.0108,0.087,1.029142069,2015-03-01,42.3314,-83.0458
2015,1975521,1868408,107113,5.4,Detroit-Warren-Dearborn  MI,4,Whole milk,40000,19820,4381157,5151087611,1917448,2220668874,854,0.085,0.0095,0.086,1.012507308,2015-04-01,42.3314,-83.0458
2015,2014384,1891482,122902,6.1,Detroit-Warren-Dearborn  MI,5,Whole milk,40000,19820,4344628,5207312600,1928757,2280661883,855,0.083,0.0086,0.085,1.004325964,2015-05-01,42.3314,-83.0458
2015,2021361,1897486,123875,6.1,Detroit-Warren-Dearborn  MI,6,Whole milk,40000,19820,4209596,4928237866,1899597,2209423210,855,0.085,0.0091,0.086,0.979929395,2015-06-01,42.3314,-83.0458
2015,2044693,1909135,135558,6.6,Detroit-Warren-Dearborn  MI,7,Whole milk,40000,19820,4281301,5037797266,1930198,2281988830,851,0.085,0.0089,0.085,0.96839245,2015-07-01,42.3314,-83.0458
2015,2038200,1917201,120999,5.9,Detroit-Warren-Dearborn  MI,8,Whole milk,40000,19820,4330117,5109194199,2013165,2353751381,848,0.085,0.0086,0.086,0.972909593,2015-08-01,42.3314,-83.0458
2015,2025444,1917049,108395,5.4,Detroit-Warren-Dearborn  MI,9,Whole milk,40000,19820,4317210,5190361351,1965447,2259915703,847,0.083,0.0092,0.087,0.972617581,2015-09-01,42.3314,-83.0458
2015,2038661,1928965,109696,5.4,Detroit-Warren-Dearborn  MI,10,Whole milk,40000,19820,4575814,5503907943,2094132,2416396140,846,0.083,0.01,0.087,0.968597278,2015-10-01,42.3314,-83.0458
2015,2027752,1932765,94987,4.7,Detroit-Warren-Dearborn  MI,11,Whole milk,40000,19820,4888385,5513330411,2339067,2429181919,846,0.089,0.0106,0.096,0.954582964,2015-11-01,42.3314,-83.0458
2015,2030646,1934667,95979,4.7,Detroit-Warren-Dearborn  MI,12,Whole milk,40000,19820,4859333,5071649419,2523684,2655749331,857,0.096,0.006,0.095,0.973283692,2015-12-01,42.3314,-83.0458
2016,2034961,1926162,108799,5.3,Detroit-Warren-Dearborn  MI,1,Whole milk,40000,19820,4469189,5771866962,2003131,2285732394,856,0.077,0.0107,0.088,0.97297479,2016-01-01,42.3314,-83.0458
2016,2043738,1935898,107840,5.3,Detroit-Warren-Dearborn  MI,2,Whole milk,40000,19820,4208338,5616495777,1875239,2348463749,856,0.075,0.009,0.08,0.949587828,2016-02-01,42.3314,-83.0458
2016,2065193,1951200,113993,5.5,Detroit-Warren-Dearborn  MI,3,Whole milk,40000,19820,4397834,6147931057,1972714,2490606764,856,0.072,0.0087,0.079,0.927059716,2016-03-01,42.3314,-83.0458
2016,2044147,1948490,95657,4.7,Detroit-Warren-Dearborn  MI,4,Whole milk,40000,19820,4186782,5838967277,1837684,2329883746,853,0.072,0.0089,0.079,0.931424517,2016-04-01,42.3314,-83.0458
2016,2067375,1969718,97657,4.7,Detroit-Warren-Dearborn  MI,5,Whole milk,40000,19820,4283023,5854041900,1923809,2296338717,853,0.073,0.0109,0.084,0.939252348,2016-05-01,42.3314,-83.0458
2016,2085120,1971956,113164,5.4,Detroit-Warren-Dearborn  MI,6,Whole milk,40000,19820,4091395,5502132648,1842150,2212439007,851,0.074,0.0097,0.083,0.939886689,2016-06-01,42.3314,-83.0458
2016,2116740,1987972,128768,6.1,Detroit-Warren-Dearborn  MI,7,Whole milk,40000,19820,4343239,5969148590,1879253,2254336367,852,0.073,0.0097,0.083,0.938168379,2016-07-01,42.3314,-83.0458
2016,2115640,1992365,123275,5.8,Detroit-Warren-Dearborn  MI,8,Whole milk,40000,19820,4554312,6009113987,1930558,2281008231,850,0.076,0.0112,0.085,0.943904469,2016-08-01,42.3314,-83.0458
2016,2109036,1996742,112294,5.3,Detroit-Warren-Dearborn  MI,9,Whole milk,40000,19820,4553706,5853355998,1960842,2264741860,849,0.078,0.0105,0.087,0.949026887,2016-09-01,42.3314,-83.0458
2016,2110220,1998780,111440,5.3,Detroit-Warren-Dearborn  MI,10,Whole milk,40000,19820,4608697,5949798220,2004201,2363852958,848,0.077,0.0111,0.085,0.937041304,2016-10-01,42.3314,-83.0458
2016,2098148,1998864,99284,4.7,Detroit-Warren-Dearborn  MI,11,Whole milk,40000,19820,4860181,6055190018,2238095,2365476788,848,0.08,0.0132,0.095,0.943996024,2016-11-01,42.3314,-83.0458
2016,2094374,2000025,94349,4.5,Detroit-Warren-Dearborn  MI,12,Whole milk,40000,19820,5037655,6317581931,2302574,2509361999,846,0.08,0.012,0.092,0.954090323,2016-12-01,42.3314,-83.0458
2017,2121139,2003652,117487,5.5,Detroit-Warren-Dearborn  MI,1,Whole milk,40000,19820,4506167,5524520491,1871748,2361896153,693,0.082,0.0057,0.079,0.973973477,2017-01-01,42.3314,-83.0458
2017,2118245,2007886,110359,5.2,Detroit-Warren-Dearborn  MI,2,Whole milk,40000,19820,3601217,4366130109,1685672,2093470070,693,0.082,0.0055,0.081,0.973405433,2017-02-01,42.3314,-83.0458
2017,2128539,2028914,99625,4.7,Detroit-Warren-Dearborn  MI,3,Whole milk,40000,19820,3808101,4719486532,1847111,2400857050,691,0.081,0.0048,0.077,0.960330088,2017-03-01,42.3314,-83.0458
2017,2108229,2032879,75350,3.6,Detroit-Warren-Dearborn  MI,4,Whole milk,40000,19820,3427467,4295537309,1770893,2281007241,689,0.08,0.0044,0.078,0.952429565,2017-04-01,42.3314,-83.0458
2017,2114332,2040002,74330,3.5,Detroit-Warren-Dearborn  MI,5,Whole milk,40000,19820,3352553,4202667157,1806162,2307798220,672,0.08,0.0036,0.078,0.964493295,2017-05-01,42.3314,-83.0458
2017,2134656,2048389,86267,4.0,Detroit-Warren-Dearborn  MI,6,Whole milk,40000,19820,3125457,3922775693,1677932,2151182390,673,0.08,0.0034,0.078,0.962259615,2017-06-01,42.3314,-83.0458
2017,2170085,2060394,109691,5.1,Detroit-Warren-Dearborn  MI,7,Whole milk,40000,19820,3236587,4004638981,1736491,2200544137,673,0.081,0.0036,0.079,0.963581154,2017-07-01,42.3314,-83.0458
2017,2173026,2063558,109468,5.0,Detroit-Warren-Dearborn  MI,8,Whole milk,40000,19820,3332470,4079058552,1775532,2239899798,673,0.082,0.0035,0.079,0.959513779,2017-08-01,42.3314,-83.0458
2017,2173648,2067264,106384,4.9,Detroit-Warren-Dearborn  MI,9,Whole milk,40000,19820,3184502,3825724938,1727220,2117274015,671,0.083,0.0037,0.082,0.974505264,2017-09-01,42.3314,-83.0458
2017,2162434,2066240,96194,4.4,Detroit-Warren-Dearborn  MI,10,Whole milk,40000,19820,3300602,3972264799,1796158,2217888509,670,0.083,0.0035,0.081,0.959149366,2017-10-01,42.3314,-83.0458
2017,2152176,2063240,88936,4.1,Detroit-Warren-Dearborn  MI,11,Whole milk,40000,19820,3605289,4093872036,2032030,2337603469,670,0.088,0.0038,0.087,0.939853889,2017-11-01,42.3314,-83.0458
2017,2150295,2054815,95480,4.4,Detroit-Warren-Dearborn  MI,12,Whole milk,40000,19820,3626715,4263945396,2012066,2436822057,670,0.085,0.0034,0.083,0.943774544,2017-12-01,42.3314,-83.0458
2018,2138071,2032488,105583,4.9,Detroit-Warren-Dearborn  MI,1,Whole milk,40000,19820,3801650,5291268829,1736854,2453450622,669,0.072,0.0053,0.071,0.933000279,2018-01-01,42.3314,-83.0458
2018,2149300,2045434,103866,4.8,Detroit-Warren-Dearborn  MI,2,Whole milk,40000,19820,3390016,4733298599,1542296,2178528062,668,0.072,0.0059,0.071,0.927965334,2018-02-01,42.3314,-83.0458
2018,2155882,2057629,98253,4.6,Detroit-Warren-Dearborn  MI,3,Whole milk,40000,19820,3737992,5157667108,1703196,2397977193,667,0.072,0.0065,0.071,0.931298785,2018-03-01,42.3314,-83.0458
2018,2136682,2056093,80589,3.8,Detroit-Warren-Dearborn  MI,4,Whole milk,40000,19820,3485007,4725895641,1628103,2250123119,667,0.074,0.0068,0.072,0.928523231,2018-04-01,42.3314,-83.0458
2018,2147127,2068007,79120,3.7,Detroit-Warren-Dearborn  MI,5,Whole milk,40000,19820,3412125,4741083141,1616534,2269090191,664,0.072,0.0048,0.071,0.92161335,2018-05-01,42.3314,-83.0458
2018,2169669,2075048,94621,4.4,Detroit-Warren-Dearborn  MI,6,Whole milk,40000,19820,3189227,4729272600,1551914,2203364227,664,0.067,0.0059,0.07,0.922739013,2018-06-01,42.3314,-83.0458
2018,2192362,2087611,104751,4.8,Detroit-Warren-Dearborn  MI,7,Whole milk,40000,19820,3289948,4850419139,1600044,2252724538,664,0.068,0.0063,0.071,0.907022198,2018-07-01,42.3314,-83.0458
2018,2179106,2085694,93412,4.3,Detroit-Warren-Dearborn  MI,8,Whole milk,40000,19820,3385909,4860568671,1674207,2260107253,664,0.07,0.0086,0.074,0.898166524,2018-08-01,42.3314,-83.0458
2018,2180652,2092818,87834,4.0,Detroit-Warren-Dearborn  MI,9,Whole milk,40000,19820,3240197,4704506990,1597966,2241085668,663,0.069,0.0089,0.071,0.889858715,2018-09-01,42.3314,-83.0458
2018,2194147,2102430,91717,4.2,Detroit-Warren-Dearborn  MI,10,Whole milk,40000,19820,3488974,4861662100,1744894,2332535042,662,0.072,0.0099,0.075,0.901195471,2018-10-01,42.3314,-83.0458
2018,2182817,2098851,83966,3.8,Detroit-Warren-Dearborn  MI,11,Whole milk,40000,19820,3795396,5089493013,1963528,2463906944,664,0.075,0.0082,0.08,0.882270528,2018-11-01,42.3314,-83.0458
2018,2192712,2099573,93139,4.2,Detroit-Warren-Dearborn  MI,12,Whole milk,40000,19820,3604911,4967335556,1890169,2392663737,664,0.073,0.0094,0.079,0.885376694,2018-12-01,42.3314,-83.0458
2012,3055762,2833824,221938,7.3,Houston-The Woodlands-Sugar Land  TX,1,Whole milk,40000,26420,6905201,5688494743,3796945,3326160618,1008,0.121,0.0008,0.114,1.018354902,2012-01-01,29.7604,-95.3698
2012,3075074,2858750,216324,7.0,Houston-The Woodlands-Sugar Land  TX,2,Whole milk,40000,26420,6209917,5036729627,3352661,2865253446,1010,0.123,0.0008,0.117,1.001756256,2012-02-01,29.7604,-95.3698
2012,3076176,2875012,201164,6.5,Houston-The Woodlands-Sugar Land  TX,3,Whole milk,40000,26420,6779917,5536019260,3667237,3159031398,1012,0.122,0.0007,0.116,1.032419122,2012-03-01,29.7604,-95.3698
2012,3077201,2886337,190864,6.2,Houston-The Woodlands-Sugar Land  TX,4,Whole milk,40000,26420,6581174,5374433098,3594660,3101891111,1010,0.122,0.0007,0.116,1.011221691,2012-04-01,29.7604,-95.3698
2012,3094721,2892884,201837,6.5,Houston-The Woodlands-Sugar Land  TX,5,Whole milk,40000,26420,6798454,5512565329,3749333,3206826588,1012,0.123,0.0007,0.117,1.016169618,2012-05-01,29.7604,-95.3698
2012,3115190,2892341,222849,7.2,Houston-The Woodlands-Sugar Land  TX,6,Whole milk,40000,26420,6784778,5583545898,3746284,3254240886,1015,0.122,0.0007,0.115,1.018683547,2012-06-01,29.7604,-95.3698
2012,3126927,2904840,222087,7.1,Houston-The Woodlands-Sugar Land  TX,7,Whole milk,40000,26420,6943016,5748525865,3942864,3458207450,1020,0.121,0.0009,0.114,1.017286235,2012-07-01,29.7604,-95.3698
2012,3108458,2899943,208515,6.7,Houston-The Woodlands-Sugar Land  TX,8,Whole milk,40000,26420,6392818,5478132748,3851864,3546849921,1022,0.117,0.0013,0.109,1.007897553,2012-08-01,29.7604,-95.3698
2012,3122698,2928156,194542,6.2,Houston-The Woodlands-Sugar Land  TX,9,Whole milk,40000,26420,5937306,4947025795,3588694,3174710505,1023,0.12,0.0013,0.113,1.005561109,2012-09-01,29.7604,-95.3698
2012,3132336,2942987,189349,6.0,Houston-The Woodlands-Sugar Land  TX,10,Whole milk,40000,26420,6206420,5105269955,3777436,3291369113,1023,0.122,0.0014,0.115,0.995099676,2012-10-01,29.7604,-95.3698
2012,3132353,2948146,184207,5.9,Houston-The Woodlands-Sugar Land  TX,11,Whole milk,40000,26420,7011162,5330839191,4348389,3403568500,1026,0.132,0.0016,0.128,0.991546452,2012-11-01,29.7604,-95.3698
2012,3138661,2948491,190170,6.1,Houston-The Woodlands-Sugar Land  TX,12,Whole milk,40000,26420,8475911,6613166174,5050882,4033474737,1030,0.128,0.0014,0.125,1.001398375,2012-12-01,29.7604,-95.3698
2013,3142835,2930857,211978,6.7,Houston-The Woodlands-Sugar Land  TX,1,Whole milk,40000,26420,6899236,5714571817,3273503,2700352493,985,0.121,0.002,0.121,1.008722232,2013-01-01,29.7604,-95.3698
2013,3156780,2957017,199763,6.3,Houston-The Woodlands-Sugar Land  TX,2,Whole milk,40000,26420,5999837,4924731117,2847780,2318785187,984,0.122,0.0019,0.123,1.011955164,2013-02-01,29.7604,-95.3698
2013,3154520,2963624,190896,6.1,Houston-The Woodlands-Sugar Land  TX,3,Whole milk,40000,26420,7358072,6533141175,3677328,3237588492,984,0.113,0.0021,0.114,0.984091582,2013-03-01,29.7604,-95.3698
2013,3164867,2981365,183502,5.8,Houston-The Woodlands-Sugar Land  TX,4,Whole milk,40000,26420,7014442,6357709358,3410237,3011356187,984,0.11,0.0018,0.113,0.989365841,2013-04-01,29.7604,-95.3698
2013,3174785,2982137,192648,6.1,Houston-The Woodlands-Sugar Land  TX,5,Whole milk,40000,26420,7273960,6713323906,3460290,3103483388,984,0.108,0.0018,0.111,0.983692054,2013-05-01,29.7604,-95.3698
2013,3187103,2976276,210827,6.6,Houston-The Woodlands-Sugar Land  TX,6,Whole milk,40000,26420,7317784,6863745250,3428531,3099812877,983,0.107,0.0016,0.111,0.979818505,2013-06-01,29.7604,-95.3698
2013,3197475,2991874,205601,6.4,Houston-The Woodlands-Sugar Land  TX,7,Whole milk,40000,26420,7798994,7436116142,3584634,3284148711,985,0.105,0.0016,0.109,0.971971341,2013-07-01,29.7604,-95.3698
2013,3180665,2984432,196233,6.2,Houston-The Woodlands-Sugar Land  TX,8,Whole milk,40000,26420,8015725,7679807591,3571403,3295450813,986,0.104,0.0016,0.108,0.972407309,2013-08-01,29.7604,-95.3698
2013,3189056,2995860,193196,6.1,Houston-The Woodlands-Sugar Land  TX,9,Whole milk,40000,26420,7591700,7224482620,3401704,3102325503,988,0.105,0.0016,0.11,0.970040193,2013-09-01,29.7604,-95.3698
2013,3175177,2991010,184167,5.8,Houston-The Woodlands-Sugar Land  TX,10,Whole milk,40000,26420,7927267,7470595309,3525639,3174983125,987,0.106,0.0018,0.111,0.96086038,2013-10-01,29.7604,-95.3698
2013,3197201,3019604,177597,5.6,Houston-The Woodlands-Sugar Land  TX,11,Whole milk,40000,26420,8768164,7832900236,4014324,3363761474,988,0.112,0.002,0.119,0.950092132,2013-11-01,29.7604,-95.3698
2013,3193197,3025740,167457,5.2,Houston-The Woodlands-Sugar Land  TX,12,Whole milk,40000,26420,8920294,7999680900,3981096,3353880624,992,0.112,0.0021,0.119,0.96445501,2013-12-01,29.7604,-95.3698
2014,3193234,3015648,177586,5.6,Houston-The Woodlands-Sugar Land  TX,1,Whole milk,40000,26420,8910619,8408130362,3941686,3589117773,1031,0.106,0.0027,0.11,0.985135913,2014-01-01,29.7604,-95.3698
2014,3216071,3037877,178194,5.5,Houston-The Woodlands-Sugar Land  TX,2,Whole milk,40000,26420,7859419,7339977714,3462266,3136989488,1032,0.107,0.002,0.11,0.984198802,2014-02-01,29.7604,-95.3698
2014,3224989,3054592,170397,5.3,Houston-The Woodlands-Sugar Land  TX,3,Whole milk,40000,26420,8763245,8204675013,3768423,3447487919,1032,0.107,0.002,0.109,0.974215403,2014-03-01,29.7604,-95.3698
2014,3216609,3066852,149757,4.7,Houston-The Woodlands-Sugar Land  TX,4,Whole milk,40000,26420,8367162,7739138247,3738459,3285797538,1034,0.108,0.0018,0.114,0.96814038,2014-04-01,29.7604,-95.3698
2014,3226418,3066507,159911,5.0,Houston-The Woodlands-Sugar Land  TX,5,Whole milk,40000,26420,8285069,7705577498,3837754,3343698932,1034,0.108,0.002,0.115,0.972477798,2014-05-01,29.7604,-95.3698
2014,3237502,3064225,173277,5.4,Houston-The Woodlands-Sugar Land  TX,6,Whole milk,40000,26420,8185585,7687986833,3791314,3346422543,1036,0.106,0.0019,0.113,0.975121359,2014-06-01,29.7604,-95.3698
2014,3256255,3077593,178662,5.5,Houston-The Woodlands-Sugar Land  TX,7,Whole milk,40000,26420,8598816,8087306371,3943374,3483445457,1035,0.106,0.0019,0.113,0.978058508,2014-07-01,29.7604,-95.3698
2014,3241565,3069626,171939,5.3,Houston-The Woodlands-Sugar Land  TX,8,Whole milk,40000,26420,8652690,8144059431,3905209,3431153690,1033,0.106,0.0019,0.114,0.983153,2014-08-01,29.7604,-95.3698
