Year,labor force,employment,unemployment,unemployment rate,Metroregion_name,Month,EFPG_name,EFPG_code,Metroregion_code,Purchase_dollars_wtd,Purchase_grams_wtd,Purchase_dollars_unwtd,Purchase_grams_unwtd,Number_stores,Unit_value_mean_wtd,Unit_value_se_wtd,Unit_value_mean_unwtd,Price_index_GEKS,Date,Latitude,Longitude
2012,2767544,2511096,256448,9.3,Atlanta-Sandy Springs-Roswell  GA,1,Whole milk,40000,12060,7027120,6013023582,4579879,3961444909,1042,0.117,0.0008,0.116,0.995952622,2012-01-01,33.749,-84.388
2012,2772632,2518303,254329,9.2,Atlanta-Sandy Springs-Roswell  GA,2,Whole milk,40000,12060,6434516,5555734280,4227666,3683256045,1041,0.116,0.0007,0.115,1.014298212,2012-02-01,33.749,-84.388
2012,2776283,2529919,246364,8.9,Atlanta-Sandy Springs-Roswell  GA,3,Whole milk,40000,12060,6646632,5796781217,4348767,3832373506,1031,0.115,0.0007,0.113,1.008491142,2012-03-01,33.749,-84.388
2012,2756567,2524146,232421,8.4,Atlanta-Sandy Springs-Roswell  GA,4,Whole milk,40000,12060,6386015,5475616348,4174820,3636692478,1033,0.117,0.0008,0.115,1.005787157,2012-04-01,33.749,-84.388
2012,2774773,2534974,239799,8.6,Atlanta-Sandy Springs-Roswell  GA,5,Whole milk,40000,12060,6696777,5724799482,4364668,3778652249,1034,0.117,0.0008,0.116,1.020986684,2012-05-01,33.749,-84.388
2012,2787158,2532038,255120,9.2,Atlanta-Sandy Springs-Roswell  GA,6,Whole milk,40000,12060,6547934,5601871538,4258227,3699108957,1035,0.117,0.0009,0.115,1.022780718,2012-06-01,33.749,-84.388
2012,2801695,2545521,256174,9.1,Atlanta-Sandy Springs-Roswell  GA,7,Whole milk,40000,12060,6799998,5830814261,4432427,3859676550,1033,0.117,0.0009,0.115,1.018136685,2012-07-01,33.749,-84.388
2012,2772152,2527364,244788,8.8,Atlanta-Sandy Springs-Roswell  GA,8,Whole milk,40000,12060,6540213,5739341345,4257534,3847047735,1035,0.114,0.0008,0.111,1.004996877,2012-08-01,33.749,-84.388
2012,2786893,2558203,228690,8.2,Atlanta-Sandy Springs-Roswell  GA,9,Whole milk,40000,12060,5865703,4941307996,3778588,3220542343,1034,0.119,0.001,0.117,1.008962391,2012-09-01,33.749,-84.388
2012,2794647,2563972,230675,8.3,Atlanta-Sandy Springs-Roswell  GA,10,Whole milk,40000,12060,6552700,5425117924,4323348,3631599723,1032,0.121,0.0007,0.119,1.002508002,2012-10-01,33.749,-84.388
2012,2789189,2569835,219354,7.9,Atlanta-Sandy Springs-Roswell  GA,11,Whole milk,40000,12060,7524117,5747756438,5100112,3912597087,1033,0.131,0.0008,0.13,0.970547146,2012-11-01,33.749,-84.388
2012,2796918,2569136,227782,8.1,Atlanta-Sandy Springs-Roswell  GA,12,Whole milk,40000,12060,8779019,6848674930,5842440,4566601515,1052,0.128,0.0008,0.128,1.004183203,2012-12-01,33.749,-84.388
2013,2792238,2552359,239879,8.6,Atlanta-Sandy Springs-Roswell  GA,1,Whole milk,40000,12060,5366845,4447436682,3729109,3250200450,961,0.121,0.0019,0.115,1.008078743,2013-01-01,33.749,-84.388
2013,2780140,2551800,228340,8.2,Atlanta-Sandy Springs-Roswell  GA,2,Whole milk,40000,12060,4657238,3770078217,3205912,2742093386,960,0.124,0.0021,0.117,1.021528276,2013-02-01,33.749,-84.388
2013,2778403,2560663,217740,7.8,Atlanta-Sandy Springs-Roswell  GA,3,Whole milk,40000,12060,5262437,4224266413,3608567,3067724944,960,0.125,0.0023,0.118,1.001706652,2013-03-01,33.749,-84.388
2013,2775111,2567586,207525,7.5,Atlanta-Sandy Springs-Roswell  GA,4,Whole milk,40000,12060,4982698,3998908991,3418950,2896086362,960,0.125,0.002,0.118,1.019228086,2013-04-01,33.749,-84.388
2013,2789547,2572567,216980,7.8,Atlanta-Sandy Springs-Roswell  GA,5,Whole milk,40000,12060,5180271,4083005483,3523794,2911171843,960,0.127,0.0019,0.121,1.025863385,2013-05-01,33.749,-84.388
2013,2799561,2565441,234120,8.4,Atlanta-Sandy Springs-Roswell  GA,6,Whole milk,40000,12060,5156144,3953927191,3501694,2787611673,959,0.13,0.0016,0.126,1.029189285,2013-06-01,33.749,-84.388
2013,2804682,2576907,227775,8.1,Atlanta-Sandy Springs-Roswell  GA,7,Whole milk,40000,12060,5339942,4076487651,3678766,2904133519,955,0.131,0.0017,0.127,1.037868571,2013-07-01,33.749,-84.388
2013,2776014,2559804,216210,7.8,Atlanta-Sandy Springs-Roswell  GA,8,Whole milk,40000,12060,5227548,4009733877,3586092,2855772127,956,0.13,0.0019,0.126,1.032745663,2013-08-01,33.749,-84.388
2013,2789094,2582716,206378,7.4,Atlanta-Sandy Springs-Roswell  GA,9,Whole milk,40000,12060,4993724,3814690369,3419234,2717716324,955,0.131,0.0018,0.126,1.03164354,2013-09-01,33.749,-84.388
2013,2778649,2570416,208233,7.5,Atlanta-Sandy Springs-Roswell  GA,10,Whole milk,40000,12060,5276397,3996873408,3612942,2846952119,955,0.132,0.0019,0.127,1.017005476,2013-10-01,33.749,-84.388
2013,2785867,2593138,192729,6.9,Atlanta-Sandy Springs-Roswell  GA,11,Whole milk,40000,12060,6235863,4379759365,4374134,3162087290,954,0.142,0.0019,0.138,0.982213168,2013-11-01,33.749,-84.388
2013,2786439,2595855,190584,6.8,Atlanta-Sandy Springs-Roswell  GA,12,Whole milk,40000,12060,6056530,4255276669,4191671,3029341054,963,0.142,0.0018,0.138,1.028538887,2013-12-01,33.749,-84.388
2014,2786670,2587956,198714,7.1,Atlanta-Sandy Springs-Roswell  GA,1,Whole milk,40000,12060,5839284,4365653032,4003242,3095652392,985,0.134,0.003,0.129,1.049636101,2014-01-01,33.749,-84.388
2014,2795527,2595674,199853,7.1,Atlanta-Sandy Springs-Roswell  GA,2,Whole milk,40000,12060,5275522,4004898898,3683911,2883969198,983,0.132,0.0022,0.128,1.051927845,2014-02-01,33.749,-84.388
2014,2811719,2613663,198056,7.0,Atlanta-Sandy Springs-Roswell  GA,3,Whole milk,40000,12060,5559636,4210605682,3823595,3019289495,986,0.132,0.0024,0.127,1.056512414,2014-03-01,33.749,-84.388
2014,2788486,2608720,179766,6.4,Atlanta-Sandy Springs-Roswell  GA,4,Whole milk,40000,12060,5540230,4169310470,3822853,2999092895,986,0.133,0.0022,0.127,1.02237306,2014-04-01,33.749,-84.388
2014,2805998,2612724,193274,6.9,Atlanta-Sandy Springs-Roswell  GA,5,Whole milk,40000,12060,5648339,4139558491,3908627,2940913960,983,0.136,0.0024,0.133,1.069358206,2014-05-01,33.749,-84.388
2014,2816981,2614325,202656,7.2,Atlanta-Sandy Springs-Roswell  GA,6,Whole milk,40000,12060,5423982,3925858921,3793586,2834739996,986,0.138,0.0029,0.134,1.073004394,2014-06-01,33.749,-84.388
2014,2829729,2621018,208711,7.4,Atlanta-Sandy Springs-Roswell  GA,7,Whole milk,40000,12060,5955101,4311629507,4144971,3114878533,983,0.138,0.0028,0.133,1.067698669,2014-07-01,33.749,-84.388
2014,2797036,2596903,200133,7.2,Atlanta-Sandy Springs-Roswell  GA,8,Whole milk,40000,12060,5938275,4256049178,4134646,3076408400,986,0.14,0.0024,0.134,1.076210207,2014-08-01,33.749,-84.388
2014,2797875,2614513,183362,6.6,Atlanta-Sandy Springs-Roswell  GA,9,Whole milk,40000,12060,5561791,3973782804,3946703,2923107003,983,0.14,0.0029,0.135,1.088577385,2014-09-01,33.749,-84.388
2014,2808288,2628900,179388,6.4,Atlanta-Sandy Springs-Roswell  GA,10,Whole milk,40000,12060,5835785,4190503448,4129168,3076360634,984,0.139,0.0029,0.134,1.080446059,2014-10-01,33.749,-84.388
2014,2809775,2638375,171400,6.1,Atlanta-Sandy Springs-Roswell  GA,11,Whole milk,40000,12060,6903053,4615899971,5085028,3488996319,983,0.15,0.003,0.146,0.999799105,2014-11-01,33.749,-84.388
2014,2804145,2636826,167319,6.0,Atlanta-Sandy Springs-Roswell  GA,12,Whole milk,40000,12060,6565479,4472800718,4724599,3295756191,995,0.147,0.0031,0.143,1.065694517,2014-12-01,33.749,-84.388
2015,2810430,2632012,178418,6.3,Atlanta-Sandy Springs-Roswell  GA,1,Whole milk,40000,12060,7398535,5925908320,5142453,4303110783,1068,0.125,0.0037,0.12,1.0564795,2015-01-01,33.749,-84.388
2015,2812849,2640415,172434,6.1,Atlanta-Sandy Springs-Roswell  GA,2,Whole milk,40000,12060,6141964,4920773204,4282668,3556470409,1066,0.125,0.0035,0.12,1.03122046,2015-02-01,33.749,-84.388
2015,2812165,2647098,165067,5.9,Atlanta-Sandy Springs-Roswell  GA,3,Whole milk,40000,12060,5929799,4770620061,4108428,3473528549,1065,0.124,0.005,0.118,1.002098748,2015-03-01,33.749,-84.388
2015,2806560,2649972,156588,5.6,Atlanta-Sandy Springs-Roswell  GA,4,Whole milk,40000,12060,5853824,4698278799,4030627,3389121953,1064,0.125,0.0051,0.119,1.062547508,2015-04-01,33.749,-84.388
2015,2826101,2658206,167895,5.9,Atlanta-Sandy Springs-Roswell  GA,5,Whole milk,40000,12060,6143578,4897965101,4219840,3525667100,1064,0.125,0.0051,0.12,1.083624967,2015-05-01,33.749,-84.388
2015,2822721,2648649,174072,6.2,Atlanta-Sandy Springs-Roswell  GA,6,Whole milk,40000,12060,6151392,4925010322,4183271,3533787088,1064,0.125,0.005,0.118,1.073234096,2015-06-01,33.749,-84.388
2015,2833566,2660070,173496,6.1,Atlanta-Sandy Springs-Roswell  GA,7,Whole milk,40000,12060,6545229,5241158386,4436652,3713073565,1063,0.125,0.005,0.119,1.075879845,2015-07-01,33.749,-84.388
2015,2804120,2640549,163571,5.8,Atlanta-Sandy Springs-Roswell  GA,8,Whole milk,40000,12060,6379492,5171791656,4391435,3718227485,1060,0.123,0.0051,0.118,1.067439324,2015-08-01,33.749,-84.388
2015,2800274,2646230,154044,5.5,Atlanta-Sandy Springs-Roswell  GA,9,Whole milk,40000,12060,6178230,4992549652,4238833,3546505458,1059,0.124,0.0051,0.12,1.076759206,2015-09-01,33.749,-84.388
2015,2811967,2656546,155421,5.5,Atlanta-Sandy Springs-Roswell  GA,10,Whole milk,40000,12060,6405638,5182198937,4372669,3677658293,1058,0.124,0.0048,0.119,1.053290446,2015-10-01,33.749,-84.388
2015,2811602,2662795,148807,5.3,Atlanta-Sandy Springs-Roswell  GA,11,Whole milk,40000,12060,7329161,5573579068,5195296,4056962269,1057,0.131,0.0053,0.128,1.006353899,2015-11-01,33.749,-84.388
2015,2818795,2669105,149690,5.3,Atlanta-Sandy Springs-Roswell  GA,12,Whole milk,40000,12060,8053585,6353536307,5577626,4555175233,1069,0.127,0.0044,0.122,1.02632128,2015-12-01,33.749,-84.388
2016,2827106,2671710,155396,5.5,Atlanta-Sandy Springs-Roswell  GA,1,Whole milk,40000,12060,6434081,5737171240,4287656,3759018194,1079,0.112,0.0082,0.114,1.03664774,2016-01-01,33.749,-84.388
2016,2847017,2693314,153703,5.4,Atlanta-Sandy Springs-Roswell  GA,2,Whole milk,40000,12060,5867141,5377185459,4020935,3570498334,1075,0.109,0.0088,0.113,1.033154976,2016-02-01,33.749,-84.388
2016,2873204,2720901,152303,5.3,Atlanta-Sandy Springs-Roswell  GA,3,Whole milk,40000,12060,6347853,5801507125,4265448,3846991817,1075,0.109,0.008,0.111,1.010038949,2016-03-01,33.749,-84.388
2016,2877454,2733422,144032,5.0,Atlanta-Sandy Springs-Roswell  GA,4,Whole milk,40000,12060,6024391,5477469768,3925417,3551452388,1074,0.11,0.0089,0.111,1.029078002,2016-04-01,33.749,-84.388
2016,2905388,2761313,144075,5.0,Atlanta-Sandy Springs-Roswell  GA,5,Whole milk,40000,12060,6322308,5729619088,4171328,3744842389,1074,0.11,0.0084,0.111,1.027374674,2016-05-01,33.749,-84.388
2016,2940393,2779014,161379,5.5,Atlanta-Sandy Springs-Roswell  GA,6,Whole milk,40000,12060,6230125,5749254376,4097644,3730297636,1073,0.108,0.0092,0.11,1.025099517,2016-06-01,33.749,-84.388
2016,2979740,2818901,160839,5.4,Atlanta-Sandy Springs-Roswell  GA,7,Whole milk,40000,12060,6511601,5943317881,4349053,3899270380,1075,0.11,0.0089,0.112,1.017711236,2016-07-01,33.749,-84.388
2016,2973118,2814702,158416,5.3,Atlanta-Sandy Springs-Roswell  GA,8,Whole milk,40000,12060,6561567,5974250158,4304147,3841984449,1073,0.11,0.0091,0.112,1.019798663,2016-08-01,33.749,-84.388
2016,2996407,2841054,155353,5.2,Atlanta-Sandy Springs-Roswell  GA,9,Whole milk,40000,12060,6556743,5972424393,4316398,3907835970,1069,0.11,0.0075,0.11,1.018791946,2016-09-01,33.749,-84.388
2016,3030343,2876352,153991,5.1,Atlanta-Sandy Springs-Roswell  GA,10,Whole milk,40000,12060,6729401,5983989292,4472610,3873697169,1070,0.112,0.0068,0.115,1.020464914,2016-10-01,33.749,-84.388
2016,3022079,2876973,145106,4.8,Atlanta-Sandy Springs-Roswell  GA,11,Whole milk,40000,12060,7669308,6400998474,5326159,4272378393,1062,0.12,0.0077,0.125,0.989368657,2016-11-01,33.749,-84.388
2016,3028727,2879443,149284,4.9,Atlanta-Sandy Springs-Roswell  GA,12,Whole milk,40000,12060,7663589,6407607024,5218724,4216236200,1057,0.12,0.0092,0.124,1.004519697,2016-12-01,33.749,-84.388
2017,3027718,2869886,157832,5.2,Atlanta-Sandy Springs-Roswell  GA,1,Whole milk,40000,12060,6523597,5619009722,4305871,3779087775,908,0.116,0.0094,0.114,1.03283676,2017-01-01,33.749,-84.388
2017,3048041,2894726,153315,5.0,Atlanta-Sandy Springs-Roswell  GA,2,Whole milk,40000,12060,5792724,4932239075,3829561,3289740173,908,0.117,0.009,0.116,1.044721271,2017-02-01,33.749,-84.388
2017,3058440,2913158,145282,4.8,Atlanta-Sandy Springs-Roswell  GA,3,Whole milk,40000,12060,6670076,5720025330,4392486,3834406062,908,0.117,0.0072,0.115,1.043121343,2017-03-01,33.749,-84.388
2017,3052156,2916103,136053,4.5,Atlanta-Sandy Springs-Roswell  GA,4,Whole milk,40000,12060,6570972,5630388679,4376916,3793137727,908,0.117,0.0066,0.115,1.02696592,2017-04-01,33.749,-84.388
2017,3055265,2915056,140209,4.6,Atlanta-Sandy Springs-Roswell  GA,5,Whole milk,40000,12060,6654649,5717088026,4412819,3847162629,908,0.116,0.0074,0.115,1.03955559,2017-05-01,33.749,-84.388
2017,3065232,2915395,149837,4.9,Atlanta-Sandy Springs-Roswell  GA,6,Whole milk,40000,12060,6493865,5596005011,4330958,3813302516,907,0.116,0.0076,0.114,1.035805742,2017-06-01,33.749,-84.388
2017,3084496,2937194,147302,4.8,Atlanta-Sandy Springs-Roswell  GA,7,Whole milk,40000,12060,6823268,5871094296,4488714,3936030318,911,0.116,0.0078,0.114,1.047690343,2017-07-01,33.749,-84.388
2017,3064920,2919594,145326,4.7,Atlanta-Sandy Springs-Roswell  GA,8,Whole milk,40000,12060,6768407,5823680623,4477902,3940714607,911,0.116,0.0078,0.114,1.044966135,2017-08-01,33.749,-84.388
2017,3094306,2964018,130288,4.2,Atlanta-Sandy Springs-Roswell  GA,9,Whole milk,40000,12060,6739887,5813207519,4422675,3907297555,911,0.116,0.0081,0.113,1.038660493,2017-09-01,33.749,-84.388
2017,3074549,2945925,128624,4.2,Atlanta-Sandy Springs-Roswell  GA,10,Whole milk,40000,12060,6648564,5659326311,4474254,3887508855,912,0.117,0.0081,0.115,1.033644502,2017-10-01,33.749,-84.388
2017,3077512,2952740,124772,4.1,Atlanta-Sandy Springs-Roswell  GA,11,Whole milk,40000,12060,7449597,5906320824,5207116,4161516745,915,0.126,0.0086,0.125,0.999874786,2017-11-01,33.749,-84.388
2017,3075708,2950526,125182,4.1,Atlanta-Sandy Springs-Roswell  GA,12,Whole milk,40000,12060,7826295,6295380001,5198988,4252926660,917,0.124,0.0089,0.122,1.027967866,2017-12-01,33.749,-84.388
2018,3069373,2937967,131406,4.3,Atlanta-Sandy Springs-Roswell  GA,1,Whole milk,40000,12060,6820934,5743188686,4652141,4142325253,900,0.119,0.0057,0.112,1.030619796,2018-01-01,33.749,-84.388
2018,3099810,2968827,130983,4.2,Atlanta-Sandy Springs-Roswell  GA,2,Whole milk,40000,12060,5691504,4821250618,3886914,3480670248,900,0.118,0.0053,0.112,1.027477437,2018-02-01,33.749,-84.388
2018,3097451,2973564,123887,4.0,Atlanta-Sandy Springs-Roswell  GA,3,Whole milk,40000,12060,6285517,5295434104,4255082,3791478850,900,0.119,0.0052,0.112,1.01414445,2018-03-01,33.749,-84.388
2018,3079232,2967552,111680,3.6,Atlanta-Sandy Springs-Roswell  GA,4,Whole milk,40000,12060,6151292,5162386834,4191737,3712163257,902,0.119,0.0054,0.113,1.02952419,2018-04-01,33.749,-84.388
2018,3080089,2966972,113117,3.7,Atlanta-Sandy Springs-Roswell  GA,5,Whole milk,40000,12060,6363505,5271410064,4319852,3779535306,901,0.121,0.0053,0.114,1.041233562,2018-05-01,33.749,-84.388
2018,3095442,2964872,130570,4.2,Atlanta-Sandy Springs-Roswell  GA,6,Whole milk,40000,12060,6297027,5151519802,4248149,3681813926,905,0.122,0.0053,0.115,1.043096466,2018-06-01,33.749,-84.388
2018,3103095,2982220,120875,3.9,Atlanta-Sandy Springs-Roswell  GA,7,Whole milk,40000,12060,6570540,5422161327,4447683,3892558701,904,0.121,0.0055,0.114,1.034182557,2018-07-01,33.749,-84.388
2018,3061789,2942205,119584,3.9,Atlanta-Sandy Springs-Roswell  GA,8,Whole milk,40000,12060,6556666,5440154633,4444242,3950628344,892,0.121,0.0056,0.112,1.02994795,2018-08-01,33.749,-84.388
2018,3067974,2962527,105447,3.4,Atlanta-Sandy Springs-Roswell  GA,9,Whole milk,40000,12060,6310380,5309756527,4220510,3838205958,873,0.119,0.006,0.11,1.020707196,2018-09-01,33.749,-84.388
2018,3085990,2974380,111610,3.6,Atlanta-Sandy Springs-Roswell  GA,10,Whole milk,40000,12060,6623335,5437015503,4489859,3928238035,866,0.122,0.0059,0.114,1.015362622,2018-10-01,33.749,-84.388
2018,3079489,2977030,102459,3.3,Atlanta-Sandy Springs-Roswell  GA,11,Whole milk,40000,12060,7563847,5895149967,5263289,4273911002,862,0.128,0.0069,0.123,0.978352731,2018-11-01,33.749,-84.388
2018,3096400,2981630,114770,3.7,Atlanta-Sandy Springs-Roswell  GA,12,Whole milk,40000,12060,7394522,5820147845,5082450,4160187111,862,0.127,0.0073,0.122,1.005463612,2018-12-01,33.749,-84.388
2012,1497861,1407661,90200,6.0,Boston-Cambridge-Newton  MA-NH,1,Whole milk,40000,14460,5459036,4631036871,3003174,2381189152,873,0.118,0.0028,0.126,1.061409672,2012-01-01,42.3601,-71.0589
2012,1502146,1413749,88397,5.9,Boston-Cambridge-Newton  MA-NH,2,Whole milk,40000,14460,4939887,4202752682,2716398,2156111950,870,0.118,0.0029,0.126,1.067409626,2012-02-01,42.3601,-71.0589
2012,1505391,1421863,83528,5.5,Boston-Cambridge-Newton  MA-NH,3,Whole milk,40000,14460,5084162,4358634505,2839062,2269252219,870,0.117,0.0029,0.125,1.06094271,2012-03-01,42.3601,-71.0589
2012,1500571,1421491,79080,5.3,Boston-Cambridge-Newton  MA-NH,4,Whole milk,40000,14460,4944167,4192435900,2751459,2170873344,872,0.118,0.003,0.127,1.053432229,2012-04-01,42.3601,-71.0589
2012,1502055,1419396,82659,5.5,Boston-Cambridge-Newton  MA-NH,5,Whole milk,40000,14460,4780484,4084314020,2658484,2113335131,871,0.117,0.0031,0.126,1.063250375,2012-05-01,42.3601,-71.0589
2012,1526701,1435500,91201,6.0,Boston-Cambridge-Newton  MA-NH,6,Whole milk,40000,14460,4642902,3984526125,2511471,2009921660,874,0.117,0.0029,0.125,1.060345724,2012-06-01,42.3601,-71.0589
2012,1529183,1435407,93776,6.1,Boston-Cambridge-Newton  MA-NH,7,Whole milk,40000,14460,5033672,4385797537,2667827,2185438669,874,0.115,0.0029,0.122,1.062866572,2012-07-01,42.3601,-71.0589
2012,1524319,1437547,86772,5.7,Boston-Cambridge-Newton  MA-NH,8,Whole milk,40000,14460,5138116,4462619181,2727596,2219016383,875,0.115,0.0028,0.123,1.05711558,2012-08-01,42.3601,-71.0589
2012,1505557,1420535,85022,5.6,Boston-Cambridge-Newton  MA-NH,9,Whole milk,40000,14460,5080889,4395220535,2725365,2197664258,877,0.116,0.0028,0.124,1.044424555,2012-09-01,42.3601,-71.0589
2012,1519972,1437360,82612,5.4,Boston-Cambridge-Newton  MA-NH,10,Whole milk,40000,14460,5330733,4452059243,2843830,2206925822,877,0.12,0.0031,0.129,1.04688086,2012-10-01,42.3601,-71.0589
2012,1516730,1438563,78167,5.2,Boston-Cambridge-Newton  MA-NH,11,Whole milk,40000,14460,5986303,4679483852,3212609,2311503653,880,0.128,0.004,0.139,1.032400458,2012-11-01,42.3601,-71.0589
2012,1514480,1433523,80957,5.3,Boston-Cambridge-Newton  MA-NH,12,Whole milk,40000,14460,7121777,5529631630,3874897,2813353202,885,0.129,0.0034,0.138,1.039901534,2012-12-01,42.3601,-71.0589
2013,1512769,1418755,94014,6.2,Boston-Cambridge-Newton  MA-NH,1,Whole milk,40000,14460,5661017,4961748050,2926036,2371792037,860,0.114,0.0031,0.123,1.045780622,2013-01-01,42.3601,-71.0589
2013,1509767,1421711,88056,5.8,Boston-Cambridge-Newton  MA-NH,2,Whole milk,40000,14460,5547924,4917042098,2855334,2346370869,859,0.113,0.0029,0.122,1.045064021,2013-02-01,42.3601,-71.0589
2013,1510873,1428082,82791,5.5,Boston-Cambridge-Newton  MA-NH,3,Whole milk,40000,14460,5611838,4904106051,2947444,2346995480,860,0.114,0.0035,0.126,1.039849317,2013-03-01,42.3601,-71.0589
2013,1514248,1434271,79977,5.3,Boston-Cambridge-Newton  MA-NH,4,Whole milk,40000,14460,5081249,4439707588,2605120,2056396247,858,0.114,0.0036,0.127,1.052089473,2013-04-01,42.3601,-71.0589
2013,1516219,1429790,86429,5.7,Boston-Cambridge-Newton  MA-NH,5,Whole milk,40000,14460,5139429,4499293588,2682859,2137595023,858,0.114,0.0032,0.126,1.05702472,2013-05-01,42.3601,-71.0589
2013,1539988,1444170,95818,6.2,Boston-Cambridge-Newton  MA-NH,6,Whole milk,40000,14460,5038647,4443663383,2665237,2166385861,857,0.113,0.0024,0.123,1.054496643,2013-06-01,42.3601,-71.0589
2013,1543435,1448586,94849,6.1,Boston-Cambridge-Newton  MA-NH,7,Whole milk,40000,14460,5528342,4863936508,2838889,2315258647,857,0.114,0.0021,0.123,1.056319488,2013-07-01,42.3601,-71.0589
2013,1536795,1449822,86973,5.7,Boston-Cambridge-Newton  MA-NH,8,Whole milk,40000,14460,5546337,4876997364,2887070,2374079130,859,0.114,0.0021,0.122,1.052127003,2013-08-01,42.3601,-71.0589
2013,1515418,1428769,86649,5.7,Boston-Cambridge-Newton  MA-NH,9,Whole milk,40000,14460,5329492,4616017290,2902056,2365444554,857,0.115,0.0023,0.123,1.051309607,2013-09-01,42.3601,-71.0589
2013,1517142,1434150,82992,5.5,Boston-Cambridge-Newton  MA-NH,10,Whole milk,40000,14460,5593510,4832936154,3077255,2480579768,855,0.116,0.0024,0.124,1.042307341,2013-10-01,42.3601,-71.0589
2013,1525444,1448821,76623,5.0,Boston-Cambridge-Newton  MA-NH,11,Whole milk,40000,14460,6001226,4845542235,3404012,2558603022,856,0.124,0.0027,0.133,1.038027655,2013-11-01,42.3601,-71.0589
2013,1520870,1445997,74873,4.9,Boston-Cambridge-Newton  MA-NH,12,Whole milk,40000,14460,6166934,4945978356,3490230,2599927413,867,0.125,0.0027,0.134,1.047939818,2013-12-01,42.3601,-71.0589
2014,1521210,1437648,83562,5.5,Boston-Cambridge-Newton  MA-NH,1,Whole milk,40000,14460,5859380,5057232195,3891310,3581709900,871,0.116,0.003,0.109,1.076821665,2014-01-01,42.3601,-71.0589
2014,1530404,1447478,82926,5.4,Boston-Cambridge-Newton  MA-NH,2,Whole milk,40000,14460,5236795,4531807546,3456351,3189772257,868,0.116,0.0032,0.108,1.073650037,2014-02-01,42.3601,-71.0589
2014,1539431,1460087,79344,5.2,Boston-Cambridge-Newton  MA-NH,3,Whole milk,40000,14460,5767715,4905073952,3811549,3476797518,869,0.118,0.0031,0.11,1.076057499,2014-03-01,42.3601,-71.0589
2014,1531047,1460727,70320,4.6,Boston-Cambridge-Newton  MA-NH,4,Whole milk,40000,14460,5536602,4678767342,3682844,3332136969,871,0.118,0.003,0.111,1.065945954,2014-04-01,42.3601,-71.0589
2014,1537274,1461153,76121,5.0,Boston-Cambridge-Newton  MA-NH,5,Whole milk,40000,14460,5540697,4719618700,3663004,3362835003,872,0.117,0.0027,0.109,1.072260216,2014-05-01,42.3601,-71.0589
2014,1561819,1481185,80634,5.2,Boston-Cambridge-Newton  MA-NH,6,Whole milk,40000,14460,5217262,4446114685,3439828,3154780022,872,0.117,0.0026,0.109,1.062276858,2014-06-01,42.3601,-71.0589
2014,1571128,1487291,83837,5.3,Boston-Cambridge-Newton  MA-NH,7,Whole milk,40000,14460,5849547,4924767987,3492997,3147276277,871,0.119,0.0023,0.111,1.063450957,2014-07-01,42.3601,-71.0589
2014,1564148,1486891,77257,4.9,Boston-Cambridge-Newton  MA-NH,8,Whole milk,40000,14460,7170441,5977138006,3317528,2830927191,870,0.12,0.0022,0.117,1.065801671,2014-08-01,42.3601,-71.0589
2014,1543524,1468586,74938,4.9,Boston-Cambridge-Newton  MA-NH,9,Whole milk,40000,14460,5728345,4743304431,3676014,3312909469,866,0.121,0.0026,0.111,1.042350669,2014-09-01,42.3601,-71.0589
2014,1564288,1495358,68930,4.4,Boston-Cambridge-Newton  MA-NH,10,Whole milk,40000,14460,5901293,4889488663,3848675,3417659017,866,0.121,0.0029,0.113,1.03624466,2014-10-01,42.3601,-71.0589
2014,1570036,1503490,66546,4.2,Boston-Cambridge-Newton  MA-NH,11,Whole milk,40000,14460,6630670,5200433281,4262332,3576165931,870,0.128,0.0031,0.119,1.016923144,2014-11-01,42.3601,-71.0589
2014,1561306,1499092,62214,4.0,Boston-Cambridge-Newton  MA-NH,12,Whole milk,40000,14460,6435055,5020984037,4087823,3377734157,879,0.128,0.003,0.121,1.020405893,2014-12-01,42.3601,-71.0589
2015,1557751,1483698,74053,4.8,Boston-Cambridge-Newton  MA-NH,1,Whole milk,40000,14460,6279739,4828145049,3392987,2429320819,903,0.13,0.0025,0.14,1.031640625,2015-01-01,42.3601,-71.0589
2015,1558265,1488239,70026,4.5,Boston-Cambridge-Newton  MA-NH,2,Whole milk,40000,14460,5092917,3940328260,2896930,2113604178,895,0.129,0.0026,0.137,1.032594355,2015-02-01,42.3601,-71.0589
2015,1560307,1494886,65421,4.2,Boston-Cambridge-Newton  MA-NH,3,Whole milk,40000,14460,5226430,4018155478,3016930,2182640400,896,0.13,0.0025,0.138,1.019353489,2015-03-01,42.3601,-71.0589
2015,1561578,1500599,60979,3.9,Boston-Cambridge-Newton  MA-NH,4,Whole milk,40000,14460,5021317,3835292493,2901498,2083351684,891,0.131,0.0026,0.139,1.018698087,2015-04-01,42.3601,-71.0589
2015,1563423,1496499,66924,4.3,Boston-Cambridge-Newton  MA-NH,5,Whole milk,40000,14460,5163798,3922301042,2933394,2116546569,891,0.132,0.0025,0.139,1.027402901,2015-05-01,42.3601,-71.0589
2015,1580126,1510146,69980,4.4,Boston-Cambridge-Newton  MA-NH,6,Whole milk,40000,14460,5095587,3850834603,2864307,2059564798,892,0.132,0.0024,0.139,1.026950333,2015-06-01,42.3601,-71.0589
